disease,disease index,gene,gene index
diabetes mellitus,19,7054,4098
essential hypertension,25,7054,4098
glioma,30,7054,4098
heart disease,31,7054,4098
hypertension,36,7054,4098
major depressive disorder,46,7054,4098
multiple sclerosis,48,7054,4098
myocardial infarction,50,7054,4098
osteosarcoma,56,7054,4098
alzheimer's disease,4,7055,4099
cholangiocarcinoma,13,7055,4099
colorectal cancer,16,7055,4099
coronary artery disease,17,7055,4099
major depressive disorder,46,7055,4099
rheumatoid arthritis,65,7055,4099
acute promyelocytic leukemia,2,7056,4100
atherosclerosis,5,7056,4100
cardiovascular disease,10,7056,4100
cervical cancer,11,7056,4100
coronary artery disease,17,7056,4100
diabetes mellitus,19,7056,4100
gastric cancer,26,7056,4100
heart disease,31,7056,4100
hypertension,36,7056,4100
moyamoya disease,47,7056,4100
myocardial infarction,50,7056,4100
pre-eclampsia,61,7056,4100
rheumatoid arthritis,65,7056,4100
tuberculosis,69,7056,4100
acute promyelocytic leukemia,2,7057,4101
alzheimer's disease,4,7057,4101
atherosclerosis,5,7057,4101
bladder cancer,7,7057,4101
cardiovascular disease,10,7057,4101
cervical cancer,11,7057,4101
cervical carcinoma,12,7057,4101
coronary artery disease,17,7057,4101
diabetes mellitus,19,7057,4101
diabetic retinopathy,20,7057,4101
glioblastoma,28,7057,4101
glioblastoma multiforme,29,7057,4101
glioma,30,7057,4101
heart disease,31,7057,4101
hypertension,36,7057,4101
infantile hemangioma,39,7057,4101
lung cancer,44,7057,4101
multiple sclerosis,48,7057,4101
myocardial infarction,50,7057,4101
non-small cell lung cancer,53,7057,4101
osteosarcoma,56,7057,4101
pancreatic ductal adenocarcinoma,59,7057,4101
papillary thyroid carcinoma,60,7057,4101
rheumatoid arthritis,65,7057,4101
atherosclerosis,5,7058,4102
cardiovascular disease,10,7058,4102
cervical cancer,11,7058,4102
cervical carcinoma,12,7058,4102
coronary artery disease,17,7058,4102
diabetes mellitus,19,7058,4102
glioma,30,7058,4102
heart disease,31,7058,4102
intervertebral disc degeneration,40,7058,4102
lung cancer,44,7058,4102
myocardial infarction,50,7058,4102
non-small cell lung cancer,53,7058,4102
pancreatic ductal adenocarcinoma,59,7058,4102
osteosarcoma,56,7059,4103
alzheimer's disease,4,7060,4104
atherosclerosis,5,7060,4104
cardiovascular disease,10,7060,4104
cervical cancer,11,7060,4104
coronary artery disease,17,7060,4104
diabetes mellitus,19,7060,4104
heart disease,31,7060,4104
myocardial infarction,50,7060,4104
osteoarthritis,55,7060,4104
tuberculosis,69,7060,4104
atherosclerosis,5,7063,4105
alzheimer's disease,4,7064,4106
cervical cancer,11,7064,4106
glioblastoma,28,7064,4106
glioblastoma multiforme,29,7064,4106
major depressive disorder,46,7064,4106
osteosarcoma,56,7064,4106
rheumatoid arthritis,65,7064,4106
acute myeloid leukemia,1,7066,4107
cardiovascular disease,10,7066,4107
coronary artery disease,17,7066,4107
heart disease,31,7066,4107
hepatoblastoma,33,7066,4107
hypertension,36,7066,4107
myocardial infarction,50,7066,4107
acute promyelocytic leukemia,2,7067,4108
alzheimer's disease,4,7067,4108
coronary artery disease,17,7067,4108
diabetes mellitus,19,7067,4108
heart disease,31,7067,4108
diabetes mellitus,19,7068,4109
hypertension,36,7068,4109
nonalcoholic steatohepatitis,52,7068,4109
papillary thyroid carcinoma,60,7068,4109
osteoarthritis,55,7069,4110
alzheimer's disease,4,7070,4111
atherosclerosis,5,7070,4111
cholangiocarcinoma,13,7070,4111
diabetes mellitus,19,7070,4111
glioblastoma,28,7070,4111
glioblastoma multiforme,29,7070,4111
glioma,30,7070,4111
hepatoblastoma,33,7070,4111
hypertension,36,7070,4111
hypertrophic cardiomyopathy,37,7070,4111
infantile hemangioma,39,7070,4111
myocardial infarction,50,7070,4111
pancreatic ductal adenocarcinoma,59,7070,4111
rheumatoid arthritis,65,7070,4111
tuberculosis,69,7070,4111
cervical cancer,11,7071,4112
diabetes mellitus,19,7071,4112
hypertrophic cardiomyopathy,37,7071,4112
pancreatic cancer,58,7071,4112
pancreatic ductal adenocarcinoma,59,7071,4112
alzheimer's disease,4,7072,4113
osteosarcoma,56,7072,4113
rheumatoid arthritis,65,7072,4113
cardiovascular disease,10,7074,4114
cervical cancer,11,7074,4114
cholangiocarcinoma,13,7074,4114
coronary artery disease,17,7074,4114
diabetes mellitus,19,7074,4114
osteosarcoma,56,7074,4114
atherosclerosis,5,7075,4115
diabetes mellitus,19,7075,4115
rheumatoid arthritis,65,7075,4115
acute promyelocytic leukemia,2,7076,4116
alzheimer's disease,4,7076,4116
atherosclerosis,5,7076,4116
bladder cancer,7,7076,4116
cardiovascular disease,10,7076,4116
cervical cancer,11,7076,4116
cholangiocarcinoma,13,7076,4116
coronary artery disease,17,7076,4116
diabetes mellitus,19,7076,4116
diabetic retinopathy,20,7076,4116
glioblastoma,28,7076,4116
glioblastoma multiforme,29,7076,4116
glioma,30,7076,4116
heart disease,31,7076,4116
hypertension,36,7076,4116
intervertebral disc degeneration,40,7076,4116
lupus nephritis,45,7076,4116
moyamoya disease,47,7076,4116
multiple sclerosis,48,7076,4116
myocardial infarction,50,7076,4116
osteoarthritis,55,7076,4116
osteosarcoma,56,7076,4116
pancreatic ductal adenocarcinoma,59,7076,4116
papillary thyroid carcinoma,60,7076,4116
prostate cancer,63,7076,4116
rheumatoid arthritis,65,7076,4116
silicosis,66,7076,4116
tuberculosis,69,7076,4116
acne,0,7077,4117
alzheimer's disease,4,7077,4117
bladder cancer,7,7077,4117
cervical cancer,11,7077,4117
colorectal cancer,16,7077,4117
coronary artery disease,17,7077,4117
diabetes mellitus,19,7077,4117
glioblastoma,28,7077,4117
glioblastoma multiforme,29,7077,4117
glioma,30,7077,4117
heart disease,31,7077,4117
hypertension,36,7077,4117
hypertrophic cardiomyopathy,37,7077,4117
moyamoya disease,47,7077,4117
multiple sclerosis,48,7077,4117
myocardial infarction,50,7077,4117
osteoarthritis,55,7077,4117
osteosarcoma,56,7077,4117
pre-eclampsia,61,7077,4117
rheumatoid arthritis,65,7077,4117
tuberculosis,69,7077,4117
alzheimer's disease,4,7078,4118
atherosclerosis,5,7078,4118
cervical cancer,11,7078,4118
cholangiocarcinoma,13,7078,4118
diabetes mellitus,19,7078,4118
diabetic retinopathy,20,7078,4118
gastric cancer,26,7078,4118
glioblastoma,28,7078,4118
glioblastoma multiforme,29,7078,4118
glioma,30,7078,4118
heart disease,31,7078,4118
hypertension,36,7078,4118
intervertebral disc degeneration,40,7078,4118
multiple sclerosis,48,7078,4118
myocardial infarction,50,7078,4118
osteosarcoma,56,7078,4118
pancreatic ductal adenocarcinoma,59,7078,4118
papillary thyroid carcinoma,60,7078,4118
rheumatoid arthritis,65,7078,4118
alzheimer's disease,4,7079,4119
cardiovascular disease,10,7079,4119
coronary artery disease,17,7079,4119
diabetes mellitus,19,7079,4119
glioblastoma,28,7079,4119
glioblastoma multiforme,29,7079,4119
glioma,30,7079,4119
heart disease,31,7079,4119
hypertension,36,7079,4119
moyamoya disease,47,7079,4119
myocardial infarction,50,7079,4119
glioma,30,7080,4120
heart disease,31,7080,4120
hirschsprung disease,35,7080,4120
hypertension,36,7080,4120
lung cancer,44,7080,4120
non-small cell lung cancer,53,7080,4120
papillary thyroid carcinoma,60,7080,4120
rheumatoid arthritis,65,7080,4120
diabetes mellitus,19,7082,4121
breast cancer,9,7083,4122
glioblastoma,28,7083,4122
glioblastoma multiforme,29,7083,4122
glioma,30,7083,4122
hypertension,36,7083,4122
pancreatic ductal adenocarcinoma,59,7083,4122
papillary thyroid carcinoma,60,7083,4122
leukoaraiosis,41,7084,4123
alzheimer's disease,4,7086,4124
cervical cancer,11,7086,4124
diabetes mellitus,19,7086,4124
glioblastoma,28,7086,4124
glioblastoma multiforme,29,7086,4124
glioma,30,7086,4124
multiple sclerosis,48,7086,4124
multiple sclerosis,48,7087,4125
alzheimer's disease,4,7088,4126
basal cell carcinoma,6,7088,4126
diabetes mellitus,19,7088,4126
diabetic retinopathy,20,7088,4126
glioblastoma,28,7088,4126
glioblastoma multiforme,29,7088,4126
alzheimer's disease,4,7090,4127
diabetes mellitus,19,7090,4127
rheumatoid arthritis,65,7090,4127
glioma,30,7091,4128
coronary artery disease,17,7092,4129
diabetes mellitus,19,7092,4129
atherosclerosis,5,7094,4130
glioma,30,7094,4130
multiple sclerosis,48,7094,4130
cervical cancer,11,7095,4131
atherosclerosis,5,7096,4132
cardiovascular disease,10,7096,4132
coronary artery disease,17,7096,4132
diabetes mellitus,19,7096,4132
glioblastoma,28,7096,4132
glioblastoma multiforme,29,7096,4132
multiple sclerosis,48,7096,4132
myocardial infarction,50,7096,4132
papillary thyroid carcinoma,60,7096,4132
rheumatoid arthritis,65,7096,4132
tuberculosis,69,7096,4132
acne,0,7097,4133
acute myeloid leukemia,1,7097,4133
alzheimer's disease,4,7097,4133
atherosclerosis,5,7097,4133
bladder cancer,7,7097,4133
cardiovascular disease,10,7097,4133
cervical cancer,11,7097,4133
cholangiocarcinoma,13,7097,4133
coronary artery disease,17,7097,4133
diabetes mellitus,19,7097,4133
diabetic retinopathy,20,7097,4133
essential hypertension,25,7097,4133
glioblastoma,28,7097,4133
glioblastoma multiforme,29,7097,4133
glioma,30,7097,4133
heart disease,31,7097,4133
hypertension,36,7097,4133
intervertebral disc degeneration,40,7097,4133
lupus nephritis,45,7097,4133
multiple sclerosis,48,7097,4133
myocardial infarction,50,7097,4133
nonalcoholic steatohepatitis,52,7097,4133
osteoarthritis,55,7097,4133
papillary thyroid carcinoma,60,7097,4133
pre-eclampsia,61,7097,4133
prostate cancer,63,7097,4133
rheumatoid arthritis,65,7097,4133
tuberculosis,69,7097,4133
alzheimer's disease,4,7098,4134
atherosclerosis,5,7098,4134
cervical cancer,11,7098,4134
colorectal cancer,16,7098,4134
coronary artery disease,17,7098,4134
diabetes mellitus,19,7098,4134
glioblastoma,28,7098,4134
glioblastoma multiforme,29,7098,4134
heart disease,31,7098,4134
hypertension,36,7098,4134
lung cancer,44,7098,4134
lupus nephritis,45,7098,4134
major depressive disorder,46,7098,4134
multiple sclerosis,48,7098,4134
myocardial infarction,50,7098,4134
nonalcoholic steatohepatitis,52,7098,4134
non-small cell lung cancer,53,7098,4134
osteoarthritis,55,7098,4134
osteosarcoma,56,7098,4134
pancreatic ductal adenocarcinoma,59,7098,4134
papillary thyroid carcinoma,60,7098,4134
pre-eclampsia,61,7098,4134
prostate cancer,63,7098,4134
rheumatoid arthritis,65,7098,4134
acne,0,7099,4135
acute myeloid leukemia,1,7099,4135
alzheimer's disease,4,7099,4135
atherosclerosis,5,7099,4135
bladder cancer,7,7099,4135
breast cancer,9,7099,4135
cardiovascular disease,10,7099,4135
cervical cancer,11,7099,4135
cholangiocarcinoma,13,7099,4135
coronary artery disease,17,7099,4135
diabetes mellitus,19,7099,4135
diabetic retinopathy,20,7099,4135
gastric cancer,26,7099,4135
glioblastoma,28,7099,4135
glioblastoma multiforme,29,7099,4135
glioma,30,7099,4135
heart disease,31,7099,4135
hepatoblastoma,33,7099,4135
hepatocellular carcinoma,34,7099,4135
hypertension,36,7099,4135
hypertrophic cardiomyopathy,37,7099,4135
intervertebral disc degeneration,40,7099,4135
lupus nephritis,45,7099,4135
major depressive disorder,46,7099,4135
multiple sclerosis,48,7099,4135
myocardial infarction,50,7099,4135
nonalcoholic steatohepatitis,52,7099,4135
osteoarthritis,55,7099,4135
osteosarcoma,56,7099,4135
pancreatic ductal adenocarcinoma,59,7099,4135
papillary thyroid carcinoma,60,7099,4135
pre-eclampsia,61,7099,4135
rheumatoid arthritis,65,7099,4135
silicosis,66,7099,4135
systemic lupus erythematosus,67,7099,4135
tuberculosis,69,7099,4135
alzheimer's disease,4,7100,4136
atherosclerosis,5,7100,4136
diabetes mellitus,19,7100,4136
heart disease,31,7100,4136
lupus nephritis,45,7100,4136
rheumatoid arthritis,65,7100,4136
diabetes mellitus,19,7101,4137
glioblastoma,28,7101,4137
glioblastoma multiforme,29,7101,4137
glioma,30,7101,4137
prostate cancer,63,7101,4137
alzheimer's disease,4,7102,4138
diabetes mellitus,19,7102,4138
glioblastoma,28,7102,4138
glioblastoma multiforme,29,7102,4138
lung cancer,44,7102,4138
non-small cell lung cancer,53,7102,4138
diabetes mellitus,19,7103,4139
glioblastoma,28,7103,4139
glioblastoma multiforme,29,7103,4139
glioma,30,7103,4139
heart disease,31,7103,4139
multiple sclerosis,48,7106,4140
alzheimer's disease,4,7108,4141
atherosclerosis,5,7108,4141
breast cancer,9,7108,4141
cardiovascular disease,10,7108,4141
cervical cancer,11,7108,4141
coronary artery disease,17,7108,4141
diabetes mellitus,19,7108,4141
diabetic retinopathy,20,7108,4141
glioblastoma,28,7108,4141
glioblastoma multiforme,29,7108,4141
glioma,30,7108,4141
heart disease,31,7108,4141
hypertension,36,7108,4141
myocardial infarction,50,7108,4141
papillary thyroid carcinoma,60,7108,4141
prostate cancer,63,7108,4141
rheumatoid arthritis,65,7108,4141
silicosis,66,7108,4141
tuberculosis,69,7108,4141
breast cancer,9,7112,4142
dilated cardiomyopathy,21,7112,4142
glioblastoma,28,7112,4142
glioblastoma multiforme,29,7112,4142
hypertrophic cardiomyopathy,37,7112,4142
lung cancer,44,7112,4142
non-small cell lung cancer,53,7112,4142
pancreatic ductal adenocarcinoma,59,7112,4142
prostate cancer,63,7112,4142
rheumatoid arthritis,65,7112,4142
prostate cancer,63,7113,4143
coronary artery disease,17,7114,4144
diabetes mellitus,19,7114,4144
diabetic retinopathy,20,7114,4144
glioblastoma,28,7114,4144
glioblastoma multiforme,29,7114,4144
glioma,30,7114,4144
heart disease,31,7114,4144
hepatoblastoma,33,7114,4144
lung cancer,44,7114,4144
myocardial infarction,50,7114,4144
non-small cell lung cancer,53,7114,4144
osteosarcoma,56,7114,4144
alzheimer's disease,4,7122,4145
glioblastoma,28,7122,4145
glioblastoma multiforme,29,7122,4145
glioma,30,7122,4145
multiple sclerosis,48,7122,4145
myocardial infarction,50,7122,4145
myocardial infarction,50,7123,4146
acne,0,7124,4147
acute promyelocytic leukemia,2,7124,4147
alzheimer's disease,4,7124,4147
atherosclerosis,5,7124,4147
basal cell carcinoma,6,7124,4147
bladder cancer,7,7124,4147
breast cancer,9,7124,4147
cardiovascular disease,10,7124,4147
cervical cancer,11,7124,4147
cervical carcinoma,12,7124,4147
cholangiocarcinoma,13,7124,4147
coronary artery disease,17,7124,4147
diabetes mellitus,19,7124,4147
diabetic retinopathy,20,7124,4147
dilated cardiomyopathy,21,7124,4147
essential hypertension,25,7124,4147
gastric cancer,26,7124,4147
glioblastoma,28,7124,4147
glioblastoma multiforme,29,7124,4147
glioma,30,7124,4147
heart disease,31,7124,4147
hepatoblastoma,33,7124,4147
hepatocellular carcinoma,34,7124,4147
hypertension,36,7124,4147
hypertrophic cardiomyopathy,37,7124,4147
intervertebral disc degeneration,40,7124,4147
lung cancer,44,7124,4147
lupus nephritis,45,7124,4147
major depressive disorder,46,7124,4147
multiple sclerosis,48,7124,4147
myocardial infarction,50,7124,4147
nonalcoholic steatohepatitis,52,7124,4147
non-small cell lung cancer,53,7124,4147
osteoarthritis,55,7124,4147
osteosarcoma,56,7124,4147
pancreatic ductal adenocarcinoma,59,7124,4147
papillary thyroid carcinoma,60,7124,4147
pre-eclampsia,61,7124,4147
prostate cancer,63,7124,4147
rheumatoid arthritis,65,7124,4147
silicosis,66,7124,4147
systemic lupus erythematosus,67,7124,4147
tuberculosis,69,7124,4147
hypertrophic cardiomyopathy,37,7125,4148
alzheimer's disease,4,7126,4149
osteosarcoma,56,7126,4149
acute promyelocytic leukemia,2,7127,4150
cervical cancer,11,7127,4150
glioma,30,7127,4150
rheumatoid arthritis,65,7127,4150
acute respiratory distress syndrome,3,7128,4151
coronary artery disease,17,7128,4151
diabetes mellitus,19,7128,4151
glioblastoma,28,7128,4151
glioblastoma multiforme,29,7128,4151
heart disease,31,7128,4151
hepatocellular carcinoma,34,7128,4151
lupus nephritis,45,7128,4151
major depressive disorder,46,7128,4151
multiple sclerosis,48,7128,4151
nonalcoholic steatohepatitis,52,7128,4151
rheumatoid arthritis,65,7128,4151
systemic lupus erythematosus,67,7128,4151
alzheimer's disease,4,7130,4152
atherosclerosis,5,7130,4152
cardiovascular disease,10,7130,4152
coronary artery disease,17,7130,4152
diabetes mellitus,19,7130,4152
intervertebral disc degeneration,40,7130,4152
lung cancer,44,7130,4152
myocardial infarction,50,7130,4152
non-small cell lung cancer,53,7130,4152
osteoarthritis,55,7130,4152
alzheimer's disease,4,7132,4153
atherosclerosis,5,7132,4153
cardiovascular disease,10,7132,4153
cholangiocarcinoma,13,7132,4153
coronary artery disease,17,7132,4153
diabetes mellitus,19,7132,4153
glioblastoma,28,7132,4153
glioblastoma multiforme,29,7132,4153
heart disease,31,7132,4153
hypertension,36,7132,4153
lupus nephritis,45,7132,4153
major depressive disorder,46,7132,4153
multiple sclerosis,48,7132,4153
myocardial infarction,50,7132,4153
nonalcoholic steatohepatitis,52,7132,4153
osteoarthritis,55,7132,4153
osteosarcoma,56,7132,4153
pancreatic ductal adenocarcinoma,59,7132,4153
rheumatoid arthritis,65,7132,4153
tuberculosis,69,7132,4153
acne,0,7133,4154
alzheimer's disease,4,7133,4154
atherosclerosis,5,7133,4154
basal cell carcinoma,6,7133,4154
cardiovascular disease,10,7133,4154
cervical cancer,11,7133,4154
coronary artery disease,17,7133,4154
diabetes mellitus,19,7133,4154
essential hypertension,25,7133,4154
glioblastoma,28,7133,4154
glioblastoma multiforme,29,7133,4154
glioma,30,7133,4154
heart disease,31,7133,4154
hypertension,36,7133,4154
major depressive disorder,46,7133,4154
multiple sclerosis,48,7133,4154
myocardial infarction,50,7133,4154
nonalcoholic steatohepatitis,52,7133,4154
osteoarthritis,55,7133,4154
pancreatic ductal adenocarcinoma,59,7133,4154
rheumatoid arthritis,65,7133,4154
tuberculosis,69,7133,4154
dilated cardiomyopathy,21,7134,4155
heart disease,31,7134,4155
hypertrophic cardiomyopathy,37,7134,4155
osteosarcoma,56,7134,4155
rheumatoid arthritis,65,7134,4155
myocardial infarction,50,7136,4156
alzheimer's disease,4,7137,4157
